COMM:        firefox
KEY:         22291138
STATUS:      Training
NORM TIME:   2020-02-15 15:38:29
ANOMALIES:   0

TRAINING DATA:
                    CURR                     PREV            FLAGS
                  GETTID              GETSOCKNAME            11111000
                   FUTEX              GETSOCKNAME            11111111
            CLOCK_GETRES              GETSOCKNAME            10000000
              EPOLL_WAIT              GETSOCKNAME            11000000
                  OPENAT              GETSOCKNAME            11010000
               PRLIMIT64              GETSOCKNAME            01000000
                    READ              GETPEERNAME            11111111
                   WRITE              GETPEERNAME            11111111
                   CLOSE              GETPEERNAME            11111111
                    STAT              GETPEERNAME            11111100
                   FSTAT              GETPEERNAME            11111110
                    POLL              GETPEERNAME            11111111
                   LSEEK              GETPEERNAME            11110000
                MPROTECT              GETPEERNAME            11000000
                  MUNMAP              GETPEERNAME            00100000
                   IOCTL              GETPEERNAME            11111111
             SCHED_YIELD              GETPEERNAME            00000010
                 MADVISE              GETPEERNAME            11111111
                  SOCKET              GETPEERNAME            11111110
                 CONNECT              GETPEERNAME            11111111
                  SENDTO              GETPEERNAME            11111111
                RECVFROM              GETPEERNAME            11111111
                 RECVMSG              GETPEERNAME            11010000
             GETSOCKNAME              GETPEERNAME            11111111
             GETPEERNAME              GETPEERNAME            11111111
              SETSOCKOPT              GETPEERNAME            11111111
              GETSOCKOPT              GETPEERNAME            11111110
                   CLONE              GETPEERNAME            11011000
                   WAIT4              GETPEERNAME            00010000
                   UNAME              GETPEERNAME            00001000
                   FCNTL              GETPEERNAME            11111111
                READLINK              GETPEERNAME            00000100
                 SYSINFO              GETPEERNAME            01000100
                   FUTEX              GETPEERNAME            11111111
                  OPENAT              GETPEERNAME            01111111
                    READ               SOCKETPAIR            11111100
                   WRITE               SOCKETPAIR            11111100
                   CLOSE               SOCKETPAIR            11111111
                    STAT               SOCKETPAIR            11110001
                   FSTAT               SOCKETPAIR            01000000
                   LSTAT               SOCKETPAIR            11111111
                    POLL               SOCKETPAIR            11111111
                   LSEEK               SOCKETPAIR            10000000
                    MMAP               SOCKETPAIR            11111110
                MPROTECT               SOCKETPAIR            11111000
                  MUNMAP               SOCKETPAIR            11100111
            RT_SIGACTION               SOCKETPAIR            11100000
                  WRITEV               SOCKETPAIR            10000000
                  ACCESS               SOCKETPAIR            01000001
                 MADVISE               SOCKETPAIR            11111000
                     DUP               SOCKETPAIR            11111000
                  GETPID               SOCKETPAIR            11111111
                 CONNECT               SOCKETPAIR            10001000
                 SENDMSG               SOCKETPAIR            11110100
                 RECVMSG               SOCKETPAIR            11111111
              SOCKETPAIR               SOCKETPAIR            11100000
              GETSOCKOPT               SOCKETPAIR            01100110
                   CLONE               SOCKETPAIR            11000100
                   FCNTL               SOCKETPAIR            11110011
               FTRUNCATE               SOCKETPAIR            00001100
                   MKDIR               SOCKETPAIR            11000011
                  UNLINK               SOCKETPAIR            00011001
                READLINK               SOCKETPAIR            01000001
                  STATFS               SOCKETPAIR            10000011
                  GETTID               SOCKETPAIR            11110100
                   FUTEX               SOCKETPAIR            11111111
         RESTART_SYSCALL               SOCKETPAIR            00010000
              EPOLL_WAIT               SOCKETPAIR            11111110
               EPOLL_CTL               SOCKETPAIR            01110000
                  OPENAT               SOCKETPAIR            11111011
               GETRANDOM               SOCKETPAIR            11111111
                    READ               SETSOCKOPT            11111111
                   WRITE               SETSOCKOPT            11111111
                   CLOSE               SETSOCKOPT            11111111
                    STAT               SETSOCKOPT            11111100
                   FSTAT               SETSOCKOPT            11111110
                   LSTAT               SETSOCKOPT            00111100
                    POLL               SETSOCKOPT            11111111
                   LSEEK               SETSOCKOPT            11110000
                    MMAP               SETSOCKOPT            11110111
                MPROTECT               SETSOCKOPT            11000100
                  MUNMAP               SETSOCKOPT            11100010
            RT_SIGACTION               SETSOCKOPT            11000000
          RT_SIGPROCMASK               SETSOCKOPT            11111100
                   IOCTL               SETSOCKOPT            11111111
                 MADVISE               SETSOCKOPT            11111111
                     DUP               SETSOCKOPT            10000000
                  GETPID               SETSOCKOPT            01010110
                  SOCKET               SETSOCKOPT            11111111
                 CONNECT               SETSOCKOPT            11111000
                  SENDTO               SETSOCKOPT            11111111
                RECVFROM               SETSOCKOPT            11111111
                 SENDMSG               SETSOCKOPT            10000000
                 RECVMSG               SETSOCKOPT            11111000
             GETSOCKNAME               SETSOCKOPT            11111111
             GETPEERNAME               SETSOCKOPT            11111111
              SOCKETPAIR               SETSOCKOPT            00000001
              SETSOCKOPT               SETSOCKOPT            11111111
              GETSOCKOPT               SETSOCKOPT            11111101
                   CLONE               SETSOCKOPT            01000000
                   UNAME               SETSOCKOPT            11101100
                   FCNTL               SETSOCKOPT            11111111
               FTRUNCATE               SETSOCKOPT            00001000
                  UNLINK               SETSOCKOPT            00010000
                  GETGID               SETSOCKOPT            10000000
                 GETEUID               SETSOCKOPT            11111100
                   FUTEX               SETSOCKOPT            11111111
                  OPENAT               SETSOCKOPT            10100000
                   PPOLL               SETSOCKOPT            11100000
                    READ               GETSOCKOPT            11111111
                   WRITE               GETSOCKOPT            11111111
                   CLOSE               GETSOCKOPT            11111110
                    STAT               GETSOCKOPT            11100100
                   FSTAT               GETSOCKOPT            11100011
                    POLL               GETSOCKOPT            11111111
                   LSEEK               GETSOCKOPT            00010000
                    MMAP               GETSOCKOPT            10000100
                MPROTECT               GETSOCKOPT            11100010
                  MUNMAP               GETSOCKOPT            11110000
            RT_SIGACTION               GETSOCKOPT            00011100
          RT_SIGPROCMASK               GETSOCKOPT            11111110
                   IOCTL               GETSOCKOPT            11111100
             SCHED_YIELD               GETSOCKOPT            00001000
                  GETPID               GETSOCKOPT            11111011
                  SOCKET               GETSOCKOPT            11111111
                 CONNECT               GETSOCKOPT            11111111
                  SENDTO               GETSOCKOPT            11111111
                RECVFROM               GETSOCKOPT            11111111
                 RECVMSG               GETSOCKOPT            01000000
                    BIND               GETSOCKOPT            00000010
             GETSOCKNAME               GETSOCKOPT            11110111
             GETPEERNAME               GETSOCKOPT            11111110
              SOCKETPAIR               GETSOCKOPT            11001100
              SETSOCKOPT               GETSOCKOPT            11111111
              GETSOCKOPT               GETSOCKOPT            11111111
                   CLONE               GETSOCKOPT            11100001
                   UNAME               GETSOCKOPT            11110110
                   FCNTL               GETSOCKOPT            11111111
                   MKDIR               GETSOCKOPT            00110000
                 SYSINFO               GETSOCKOPT            00010000
                 GETEUID               GETSOCKOPT            11111110
                   PRCTL               GETSOCKOPT            01110000
                   FUTEX               GETSOCKOPT            11111111
                  OPENAT               GETSOCKOPT            10010000
         SET_ROBUST_LIST               GETSOCKOPT            11100000
                    READ                    CLONE            11111111
                   WRITE                    CLONE            11111111
                   CLOSE                    CLONE            11111111
                    STAT                    CLONE            11111111
                   FSTAT                    CLONE            11111111
                   LSTAT                    CLONE            11111110
                    POLL                    CLONE            11111111
                   LSEEK                    CLONE            11111100
                    MMAP                    CLONE            11111111
                MPROTECT                    CLONE            11111111
                  MUNMAP                    CLONE            11111111
            RT_SIGACTION                    CLONE            11111111
          RT_SIGPROCMASK                    CLONE            11010100
                   IOCTL                    CLONE            00110000
                  WRITEV                    CLONE            11111111
                  ACCESS                    CLONE            11111111
                    PIPE                    CLONE            11101110
                 MADVISE                    CLONE            11111111
                     DUP                    CLONE            11111111
                  GETPID                    CLONE            11111111
                 CONNECT                    CLONE            01111000
                  SENDTO                    CLONE            00111100
                 RECVMSG                    CLONE            11111111
              SOCKETPAIR                    CLONE            11111111
              SETSOCKOPT                    CLONE            11000000
              GETSOCKOPT                    CLONE            01011000
                   CLONE                    CLONE            11111111
                   UNAME                    CLONE            11111000
                   FCNTL                    CLONE            11111110
               FTRUNCATE                    CLONE            11111110
                   MKDIR                    CLONE            01111011
                  UNLINK                    CLONE            11000100
                READLINK                    CLONE            00110000
                   UMASK                    CLONE            00011100
               GETRUSAGE                    CLONE            00011111
                 SYSINFO                    CLONE            11111000
                 GETEUID                    CLONE            00011000
                   PRCTL                    CLONE            00100000
                QUOTACTL                    CLONE            10000000
                  GETTID                    CLONE            11111111
                   FUTEX                    CLONE            11111111
       SCHED_GETAFFINITY                    CLONE            11111111
              GETDENTS64                    CLONE            11100000
                  OPENAT                    CLONE            11111111
                EVENTFD2                    CLONE            10101010
               PRLIMIT64                    CLONE            01011110
                 SECCOMP                    CLONE            10010000
               GETRANDOM                    CLONE            11111111
                    READ                    WAIT4            11111111
                   WRITE                    WAIT4            11110000
                   CLOSE                    WAIT4            11111001
                   FSTAT                    WAIT4            01001000
                    POLL                    WAIT4            00000100
                MPROTECT                    WAIT4            10111100
                  MUNMAP                    WAIT4            01000000
            RT_SIGACTION                    WAIT4            01000000
                  ACCESS                    WAIT4            00011110
                 MADVISE                    WAIT4            11111000
                  GETPID                    WAIT4            00000001
                 SENDMSG                    WAIT4            11111111
                 RECVMSG                    WAIT4            11111100
                   CLONE                    WAIT4            00101101
                   WAIT4                    WAIT4            10000011
                   FCNTL                    WAIT4            10000000
                   PRCTL                    WAIT4            01000010
                  GETTID                    WAIT4            10111111
                   FUTEX                    WAIT4            11111110
              EPOLL_WAIT                    WAIT4            11111111
               EPOLL_CTL                    WAIT4            11111000
                  OPENAT                    WAIT4            10010000
                 SECCOMP                    WAIT4            00100000
                    READ                    UNAME            11111111
                   WRITE                    UNAME            11111111
                   CLOSE                    UNAME            11111110
                    STAT                    UNAME            11111111
                   FSTAT                    UNAME            11111110
                   LSTAT                    UNAME            00000001
                    POLL                    UNAME            11111110
                   LSEEK                    UNAME            11110000
                    MMAP                    UNAME            11111111
                MPROTECT                    UNAME            11111111
                  MUNMAP                    UNAME            11111110
          RT_SIGPROCMASK                    UNAME            00111011
                  WRITEV                    UNAME            11111110
             SCHED_YIELD                    UNAME            11100000
                 MADVISE                    UNAME            11111110
                     DUP                    UNAME            11111100
                  GETPID                    UNAME            11010111
                  SOCKET                    UNAME            01101100
                 CONNECT                    UNAME            00110010
                 RECVMSG                    UNAME            11111111
                SHUTDOWN                    UNAME            01000000
             GETPEERNAME                    UNAME            00000001
              GETSOCKOPT                    UNAME            00000100
                   WAIT4                    UNAME            00100001
                   UNAME                    UNAME            11111111
                   FCNTL                    UNAME            11110111
               FTRUNCATE                    UNAME            11110000
                   MKDIR                    UNAME            01000000
                  UNLINK                    UNAME            10100000
                READLINK                    UNAME            00011110
                 SYSINFO                    UNAME            10001000
                  GETUID                    UNAME            00100001
                  GETTID                    UNAME            00000010
                   FUTEX                    UNAME            11111111
              GETDENTS64                    UNAME            00001100
                  OPENAT                    UNAME            11111111
                EVENTFD2                    UNAME            00010000
               GETRANDOM                    UNAME            11000000
                   WRITE                    SHMDT            11111110
                   CLOSE                    SHMDT            11110101
                    POLL                    SHMDT            10110110
                    MMAP                    SHMDT            11111010
                MPROTECT                    SHMDT            11000000
                  MUNMAP                    SHMDT            11111111
                  WRITEV                    SHMDT            00011101
                 MADVISE                    SHMDT            11110000
                  GETPID                    SHMDT            11111101
                 RECVMSG                    SHMDT            00011011
                   SHMDT                    SHMDT            00000101
                  GETTID                    SHMDT            11111111
                   FUTEX                    SHMDT            11111111
                    READ                    FCNTL            11111111
                   WRITE                    FCNTL            11111111
                   CLOSE                    FCNTL            11111111
                    STAT                    FCNTL            11111111
                   FSTAT                    FCNTL            11111111
                   LSTAT                    FCNTL            11111110
                    POLL                    FCNTL            11111111
                   LSEEK                    FCNTL            11111110
                    MMAP                    FCNTL            11111111
                MPROTECT                    FCNTL            11111111
                  MUNMAP                    FCNTL            11111110
            RT_SIGACTION                    FCNTL            11111000
          RT_SIGPROCMASK                    FCNTL            01111100
                   IOCTL                    FCNTL            11111110
                   PREAD                    FCNTL            10111111
                  WRITEV                    FCNTL            11111100
                  ACCESS                    FCNTL            11111111
                    PIPE                    FCNTL            11111111
             SCHED_YIELD                    FCNTL            11111110
                 MADVISE                    FCNTL            11111111
                     DUP                    FCNTL            11101000
                  GETPID                    FCNTL            11111111
                  SOCKET                    FCNTL            11111111
                 CONNECT                    FCNTL            11111111
                  SENDTO                    FCNTL            11111111
                RECVFROM                    FCNTL            11111111
                 SENDMSG                    FCNTL            11111000
                 RECVMSG                    FCNTL            11111110
                SHUTDOWN                    FCNTL            00110000
             GETSOCKNAME                    FCNTL            00000111
             GETPEERNAME                    FCNTL            11111100
              SOCKETPAIR                    FCNTL            01111111
              SETSOCKOPT                    FCNTL            11111111
              GETSOCKOPT                    FCNTL            11111111
                   CLONE                    FCNTL            11110000
                   WAIT4                    FCNTL            00000110
                   UNAME                    FCNTL            11111110
                   FCNTL                    FCNTL            11111111
               FTRUNCATE                    FCNTL            10110000
                  RENAME                    FCNTL            11100000
                   MKDIR                    FCNTL            11111000
                  UNLINK                    FCNTL            11110000
                READLINK                    FCNTL            11111010
               GETRUSAGE                    FCNTL            10000000
                 SYSINFO                    FCNTL            11111100
                  GETUID                    FCNTL            11111100
                  GETGID                    FCNTL            11111100
                 GETEUID                    FCNTL            01111000
                 GETEGID                    FCNTL            11011110
               GETRESUID                    FCNTL            00011000
               GETRESGID                    FCNTL            00001100
                  STATFS                    FCNTL            11111111
                 FSTATFS                    FCNTL            01000000
          SCHED_GETPARAM                    FCNTL            00110000
      SCHED_GETSCHEDULER                    FCNTL            00011000
                   PRCTL                    FCNTL            11100000
                  GETTID                    FCNTL            11111110
                   FUTEX                    FCNTL            11111111
       SCHED_GETAFFINITY                    FCNTL            10000000
              GETDENTS64                    FCNTL            11111110
         RESTART_SYSCALL                    FCNTL            11100000
            CLOCK_GETRES                    FCNTL            00110000
              EPOLL_WAIT                    FCNTL            11111100
               EPOLL_CTL                    FCNTL            11100000
                  OPENAT                    FCNTL            11111111
         SET_ROBUST_LIST                    FCNTL            11000000
               FALLOCATE                    FCNTL            01000000
                   PIPE2                    FCNTL            11111111
           INOTIFY_INIT1                    FCNTL            00000011
               PRLIMIT64                    FCNTL            11111000
               GETRANDOM                    FCNTL            11111110
                    READ                    FSYNC            11111111
                   WRITE                    FSYNC            11111111
                   CLOSE                    FSYNC            11111100
                    STAT                    FSYNC            11111101
                   FSTAT                    FSYNC            11111100
                   LSTAT                    FSYNC            00010000
                   LSEEK                    FSYNC            11111110
                    MMAP                    FSYNC            11111110
                  ACCESS                    FSYNC            11110100
                 MADVISE                    FSYNC            11111111
                   FSYNC                    FSYNC            11111111
               FTRUNCATE                    FSYNC            11111011
                  RENAME                    FSYNC            00101000
                   MKDIR                    FSYNC            11111100
                  UNLINK                    FSYNC            00001010
                QUOTACTL                    FSYNC            10000000
                   FUTEX                    FSYNC            11111111
                  OPENAT                    FSYNC            11111111
               FALLOCATE                    FSYNC            00100110
                    READ                FTRUNCATE            11111100
                   WRITE                FTRUNCATE            11111111
                   CLOSE                FTRUNCATE            11111110
                    STAT                FTRUNCATE            11110000
                   FSTAT                FTRUNCATE            11111011
                   LSTAT                FTRUNCATE            11010000
                    POLL                FTRUNCATE            11111101
                   LSEEK                FTRUNCATE            11111110
                    MMAP                FTRUNCATE            11111100
                MPROTECT                FTRUNCATE            11111000
                  MUNMAP                FTRUNCATE            11111101
                  WRITEV                FTRUNCATE            11000000
                  ACCESS                FTRUNCATE            11111100
                 MADVISE                FTRUNCATE            11111100
                     DUP                FTRUNCATE            11111000
                  GETPID                FTRUNCATE            11111110
                 RECVMSG                FTRUNCATE            11111111
              SOCKETPAIR                FTRUNCATE            01111000
                   CLONE                FTRUNCATE            11100000
                   UNAME                FTRUNCATE            11110000
                   FCNTL                FTRUNCATE            11111110
                   FSYNC                FTRUNCATE            11100101
               FTRUNCATE                FTRUNCATE            11111110
                  RENAME                FTRUNCATE            11111000
                   MKDIR                FTRUNCATE            00001000
                  UNLINK                FTRUNCATE            11101111
               GETRUSAGE                FTRUNCATE            10000000
                  GETUID                FTRUNCATE            11111000
                  GETGID                FTRUNCATE            00100000
                 GETEUID                FTRUNCATE            01000000
                 GETEGID                FTRUNCATE            00010000
                  STATFS                FTRUNCATE            00011000
                QUOTACTL                FTRUNCATE            11111100
                  GETTID                FTRUNCATE            11111100
                   FUTEX                FTRUNCATE            11111111
              GETDENTS64                FTRUNCATE            11000000
              EPOLL_WAIT                FTRUNCATE            11100000
                  OPENAT                FTRUNCATE            11111111
               GETRANDOM                FTRUNCATE            11000000
            MEMFD_CREATE                FTRUNCATE            00000001
                   STATX                FTRUNCATE            00111000
                    READ                   GETCWD            01100000
                   CLOSE                   GETCWD            00100001
                    STAT                   GETCWD            00100010
                   LSTAT                   GETCWD            00011111
                    POLL                   GETCWD            10101000
                MPROTECT                   GETCWD            10000000
                  WRITEV                   GETCWD            01000100
                 RECVMSG                   GETCWD            00010011
                   MKDIR                   GETCWD            00001000
                   RMDIR                   GETCWD            00010000
                   FUTEX                   GETCWD            11000000
              GETDENTS64                   GETCWD            11000000
                  OPENAT                   GETCWD            10000000
                    READ                   RENAME            10110000
                   WRITE                   RENAME            11111110
                   CLOSE                   RENAME            11111111
                    STAT                   RENAME            11111111
                   FSTAT                   RENAME            01110000
                   LSTAT                   RENAME            11010100
                    POLL                   RENAME            11100000
                   LSEEK                   RENAME            11101000
                    MMAP                   RENAME            10001000
                MPROTECT                   RENAME            11111111
                  ACCESS                   RENAME            11111111
                 MADVISE                   RENAME            11111000
                 RECVMSG                   RENAME            11100000
                   CLONE                   RENAME            11110000
                   FSYNC                   RENAME            01111110
               FTRUNCATE                   RENAME            11100000
                  RENAME                   RENAME            11111011
                   MKDIR                   RENAME            11110011
                  UNLINK                   RENAME            01101010
               GETRUSAGE                   RENAME            11110000
                  GETUID                   RENAME            11100000
                   PRCTL                   RENAME            10000000
                QUOTACTL                   RENAME            11110000
                  GETTID                   RENAME            11111110
                   FUTEX                   RENAME            11111111
              GETDENTS64                   RENAME            00111100
                  OPENAT                   RENAME            11111111
               FALLOCATE                   RENAME            10011000
                    READ                    MKDIR            11111111
                   WRITE                    MKDIR            11111111
                   CLOSE                    MKDIR            11111111
                    STAT                    MKDIR            11111111
                   FSTAT                    MKDIR            11111100
                   LSTAT                    MKDIR            11111111
                   LSEEK                    MKDIR            11111110
                    MMAP                    MKDIR            11111110
                MPROTECT                    MKDIR            11111111
            RT_SIGACTION                    MKDIR            11111111
          RT_SIGPROCMASK                    MKDIR            10000000
                  ACCESS                    MKDIR            11111111
                    PIPE                    MKDIR            11000000
                 MADVISE                    MKDIR            11111111
                  GETPID                    MKDIR            11111001
                 SENDMSG                    MKDIR            10001100
                 RECVMSG                    MKDIR            00100011
              SOCKETPAIR                    MKDIR            00010000
                   CLONE                    MKDIR            10001111
                   FCNTL                    MKDIR            11111000
                   FSYNC                    MKDIR            11111100
               FTRUNCATE                    MKDIR            11111010
                  RENAME                    MKDIR            01001110
                   MKDIR                    MKDIR            11111111
                   RMDIR                    MKDIR            00000001
                  UNLINK                    MKDIR            11111110
                 SYMLINK                    MKDIR            01100000
                READLINK                    MKDIR            10000000
                   UMASK                    MKDIR            00000001
               GETRUSAGE                    MKDIR            11111000
                 SYSINFO                    MKDIR            00000010
                  GETUID                    MKDIR            10111110
                  GETGID                    MKDIR            00100010
                 GETEUID                    MKDIR            01000100
                 GETEGID                    MKDIR            00010001
               GETRESUID                    MKDIR            00000010
               GETRESGID                    MKDIR            00000001
                  STATFS                    MKDIR            10000000
                   PRCTL                    MKDIR            11100000
                QUOTACTL                    MKDIR            10011111
                  GETTID                    MKDIR            11111111
                   FUTEX                    MKDIR            11111111
       SCHED_GETAFFINITY                    MKDIR            10000000
              GETDENTS64                    MKDIR            11011110
            CLOCK_GETRES                    MKDIR            00000100
                  OPENAT                    MKDIR            11111111
               FALLOCATE                    MKDIR            01000000
               GETRANDOM                    MKDIR            00110000
            MEMFD_CREATE                    MKDIR            10000000
                   CLOSE                    RMDIR            10100001
                    STAT                    RMDIR            11011010
                   FSTAT                    RMDIR            00011000
                   LSTAT                    RMDIR            11101101
                 MADVISE                    RMDIR            11111110
                  GETPID                    RMDIR            10000000
                  UNLINK                    RMDIR            11100110
                   FUTEX                    RMDIR            10000010
              GETDENTS64                    RMDIR            00111110
                  OPENAT                    RMDIR            00110000
                    READ                   UNLINK            11111100
                   WRITE                   UNLINK            11111111
                   CLOSE                   UNLINK            11111111
                    STAT                   UNLINK            11111111
                   FSTAT                   UNLINK            11111000
                   LSTAT                   UNLINK            11111001
                    POLL                   UNLINK            11111100
                   LSEEK                   UNLINK            11111000
                    MMAP                   UNLINK            11111110
                MPROTECT                   UNLINK            11111111
                  MUNMAP                   UNLINK            11111000
          RT_SIGPROCMASK                   UNLINK            00001000
                  WRITEV                   UNLINK            11110000
                  ACCESS                   UNLINK            11111110
                 MADVISE                   UNLINK            11111110
                     DUP                   UNLINK            11111100
                  GETPID                   UNLINK            11111111
                RECVFROM                   UNLINK            01000000
                 SENDMSG                   UNLINK            10011100
                 RECVMSG                   UNLINK            11111111
                SHUTDOWN                   UNLINK            00100010
              SOCKETPAIR                   UNLINK            10111100
                   CLONE                   UNLINK            01000000
                   UNAME                   UNLINK            11100100
                   FCNTL                   UNLINK            11000001
                   FSYNC                   UNLINK            11111110
               FTRUNCATE                   UNLINK            11111100
                  RENAME                   UNLINK            11111100
                   MKDIR                   UNLINK            10000000
                   RMDIR                   UNLINK            00100100
                  UNLINK                   UNLINK            11111111
                 SYMLINK                   UNLINK            00000010
                READLINK                   UNLINK            00000001
               GETRUSAGE                   UNLINK            01000000
                  GETUID                   UNLINK            11111000
                  STATFS                   UNLINK            00001100
                QUOTACTL                   UNLINK            11111100
                  GETTID                   UNLINK            11111111
                   FUTEX                   UNLINK            11111111
              GETDENTS64                   UNLINK            11110100
              EPOLL_WAIT                   UNLINK            11110000
                  OPENAT                   UNLINK            11111111
                   PPOLL                   UNLINK            10000000
               GETRANDOM                   UNLINK            01100000
                   STATX                   UNLINK            00001100
                   CLOSE                  SYMLINK            00100100
          RT_SIGPROCMASK                  SYMLINK            00010010
                  GETPID                  SYMLINK            00001001
                 RECVMSG                  SYMLINK            11011000
                  UNLINK                  SYMLINK            00000001
                 SYMLINK                  SYMLINK            00000100
                READLINK                  SYMLINK            00000010
                   PPOLL                  SYMLINK            00100000
                    READ                 READLINK            11111110
                   WRITE                 READLINK            10101100
                   CLOSE                 READLINK            11111111
                    STAT                 READLINK            11111101
                   FSTAT                 READLINK            11110100
                   LSTAT                 READLINK            11111111
                   LSEEK                 READLINK            00001110
                    MMAP                 READLINK            11111101
                MPROTECT                 READLINK            11111110
                  MUNMAP                 READLINK            11111000
            RT_SIGACTION                 READLINK            11111111
          RT_SIGPROCMASK                 READLINK            00000100
                  ACCESS                 READLINK            11111111
                 MADVISE                 READLINK            11111111
                     DUP                 READLINK            10000000
                  GETPID                 READLINK            00110111
                 SENDMSG                 READLINK            11111100
                 RECVMSG                 READLINK            10111111
              SOCKETPAIR                 READLINK            00010000
                   CLONE                 READLINK            11010000
                   UNAME                 READLINK            00000001
                   FCNTL                 READLINK            10000001
                 SYMLINK                 READLINK            00000001
                READLINK                 READLINK            11111110
                  GETUID                 READLINK            01000010
             GETPRIORITY                 READLINK            10000000
             SETPRIORITY                 READLINK            01000000
                   PRCTL                 READLINK            00000010
                  GETTID                 READLINK            10110111
                   FUTEX                 READLINK            11111111
       SCHED_GETAFFINITY                 READLINK            00010000
              GETDENTS64                 READLINK            01001100
                  OPENAT                 READLINK            11111110
                   PPOLL                 READLINK            01000000
               GETRANDOM                 READLINK            11111100
                   WRITE                    UMASK            11110000
                   CLOSE                    UMASK            10011000
                    STAT                    UMASK            00001110
                   LSTAT                    UMASK            00000110
                    MMAP                    UMASK            11110000
                   IOCTL                    UMASK            00000011
                  ACCESS                    UMASK            10000000
                  GETPID                    UMASK            00111100
               FTRUNCATE                    UMASK            11100000
                   MKDIR                    UMASK            11100001
                READLINK                    UMASK            00001110
                   UMASK                    UMASK            00000011
                  GETUID                    UMASK            00000101
                   PRCTL                    UMASK            00111000
                  GETTID                    UMASK            11011100
                   FUTEX                    UMASK            01010110
                  OPENAT                    UMASK            11110000
            MEMFD_CREATE                    UMASK            11000000
                    READ                GETRUSAGE            11111111
                   WRITE                GETRUSAGE            11111111
                   CLOSE                GETRUSAGE            11111111
                    STAT                GETRUSAGE            11111000
                   FSTAT                GETRUSAGE            01000100
                    POLL                GETRUSAGE            11111111
                    MMAP                GETRUSAGE            11111111
                MPROTECT                GETRUSAGE            11111111
                  MUNMAP                GETRUSAGE            11111111
                  WRITEV                GETRUSAGE            10101000
                  ACCESS                GETRUSAGE            11100000
                 MADVISE                GETRUSAGE            11111111
                     DUP                GETRUSAGE            11100000
                  GETPID                GETRUSAGE            11111000
                 RECVMSG                GETRUSAGE            11111111
              SOCKETPAIR                GETRUSAGE            01100000
                   UNAME                GETRUSAGE            00000100
                  RENAME                GETRUSAGE            11000000
                   MKDIR                GETRUSAGE            11000000
                  UNLINK                GETRUSAGE            10000000
               GETRUSAGE                GETRUSAGE            11111111
                  GETTID                GETRUSAGE            11111111
                   FUTEX                GETRUSAGE            11111111
                  OPENAT                GETRUSAGE            10001010
               GETRANDOM                GETRUSAGE            01010000
                    READ                  SYSINFO            11011001
                   WRITE                  SYSINFO            10101111
                   CLOSE                  SYSINFO            01101100
                    STAT                  SYSINFO            01110000
                   FSTAT                  SYSINFO            10000000
                   LSTAT                  SYSINFO            00110000
                    POLL                  SYSINFO            11111010
                    MMAP                  SYSINFO            11110011
                MPROTECT                  SYSINFO            11111000
            RT_SIGACTION                  SYSINFO            00011100
                  WRITEV                  SYSINFO            01000100
                  ACCESS                  SYSINFO            11111100
                 MADVISE                  SYSINFO            11111110
                 RECVMSG                  SYSINFO            11110001
